AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N1,N2,Len,Voc,Vol,Dif,Eff,AllocOps,DeallocOps,DerefUse,UniqueDerefUse,DerefSet,UniqueDerefSet,AgingRelatedBugs
6,35,6,20,88,41,7.285714286,7.285714286,7.285714286,3.428571429,46,6,35,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20,71,18.42857143,44.57142857,41,0,17,0,0,43.28571429,53,10,0,43,0,0,0,0,0,11.14285714,11.14285714,11.14285714,6.857142857,0,3.857142857,0,0,0.58,14,0,0,7.857142857,38,66,214,145,359,104,2073,40,47697,0,0,8,2,0,0,0
4,20,2,50,219,54,3.857142857,3.857142857,3.857142857,2,25,4,17,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,320,50,165,60,105.5714286,54,21,37,0,0,74,102,24,0,78,0,0,0,0,0,7.142857143,7.142857143,7.142857143,4,0,3.857142857,0,0,0.33,33,0,0,19,137,152,419,297,716,289,3808,132,70502,1,0,25,9,5,2,0
4,17,0,25,82,31,4.428571429,4.428571429,4.428571429,3,21,4,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,137,25,69,16,39,31,0,13,0,0,33.42857143,44.85714286,7,0,37.85714286,0,0,0,0,0,6,6,6,5,0,2.428571429,0,0,0.45,16.85714286,0,0,13,48,47,176,125,301,95,1401,63,26987,4,0,13,5,5,2,0
6,46,2,127,856,85,11,9,11,4,53,6,43,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,122,742,171,533,81,55,71,0,0,425,577,103,0,474,0,0,0,0,0,36,29,36,19,0,4,0,0,0.11,168,0,0,69,329,879,3831,2612,6443,1208,47267,421,3182518,0,1,70,29,12,8,0
5,32,3,81,448,64,3,2,3,2,39,4,26,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,590,77,351,99,245,62,73,31,0,0,254,280,51,0,229,0,0,0,0,0,17,5,17,14,0,1,0,0,0.18,38,0,0,29,177,379,1230,963,2193,556,12819,199,349342,0,0,9,3,33,2,0
10,138,53,15,155,94,28,28,38,18,193,10,116,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,256,15,117,14,86,94,10,30,0,0,64,91,12,0,79,0,0,0,0,0,28,28,38,18,0,3,0,0,0.8,28,0,0,18,28,95,426,324,750,123,5206,47,244682,0,0,50,7,8,2,0
1,15,2,21,116,55,3,3,4,2,17,1,13,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,186,20,77,16,44,46,29,20,0,0,28,49,10,0,39,0,0,0,0,0,9,4,9,9,0,2,0,0,0.6,20,0,0,16,83,84,262,169,431,167,2144,80,29822,0,0,7,6,0,0,0
4,36,6,87,616.5714286,150,6,6,7,3,45.85714286,4,34,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,847.5714286,87,562.5714286,129.8571429,415.7142857,150,15,40,0,0,341.5714286,434.5714286,76.85714286,0,357.7142857,0,0,0,0,0,24,19,28,12,0,4,0,0,0.27,92,0,0,59,257.8571429,511.5714286,1903.142857,1452,3355.142857,769.4285714,21788.85714,329.7142857,1225236.571,4,0,148,24,100,15,0
3,37,9,72,694,247,6,5,6,3,47,3,31,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,937,72,563,165,391,238,45,93,0,0,300,392,89,3,300,0,0,0,0,0,25,23,28,14,0,3,0,0,0.42,91,0,0,56,267,490,1580,1223,2803,757,17356,308,731586,1,2,142,33,53,12,0
5,26,18,10,37,59,6,6,6,1,47,5,26,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,10,27,9,18,59,0,10,0,0,15,21,7,0,14,0,0,0,0,0,6,6,6,1,0,2,0,0,2.19,6,0,0,1,20,26,92,64,156,46,861,24,20664,0,0,9,2,5,1,0
11,112,38,28,240,151,23,23,30,17,154,11,109,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,405,28,219,39,164,151,4,17,0,0,121,165,34,0,131,0,0,0,0,0,42,42,55,31,0,5,0,0,0.69,46,0,0,34,55,141,746,529,1275,196,8941,99,673947,0,0,71,11,16,4,0
2,17,4,40,213,104,3,3,4,1,23,2,17,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,350,40,192,53,122,102,3,20,0,0,100,135,35,1,99,0,0,0,0,0,13,13,15,1,0,3,0,0,0.53,35,0,0,11,142,230,702,542,1244,372,7015,148,168077,0,0,53,20,28,9,0
3,22,2,91,490,124,4,3,4,2,27,3,22,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,703,91,473,135,328,124,0,17,0,0,260,337,80,1,256,0,0,0,0,0,16,16,21,11,0,5,0,0,0.26,75,0,0,53,306,412,1369,1005,2374,718,13389,353,471356,0,0,120,29,31,13,0
2,27,3,22,153,62,7,6,9,4,32,2,27,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,237,22,137,25,88,62,0,16,0,0,62,98,17,1,80,0,0,0,0,0,18,16,21,16,0,5,0,0,0.45,34,0,0,24,107,91,421,261,682,198,3797,151,183731,0,0,10,5,7,4,0
6,40,4,107,643,132,7,6,8,4,48,6,38,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,871,107,581,140,432,132,18,45,0,0,322,424,79,0,345,0,0,0,0,0,34,33,36,15,0,3,0,0,0.23,98,0,0,57,242,538,1773,1306,3079,780,19916,265,772480,1,2,103,34,62,14,0
4,36,7,87,744,312,6,6,8,3,46,4,36,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,998,87,710,274,541,312,0,34,0,0,320,416,108,0,308,0,0,0,0,0,24,23,26,11,0,4,0,0,0.44,93,0,0,57,266,494,1758,1322,3080,760,19097,337,814798,3,4,197,43,63,10,0
1,6,0,8,29,16,1,1,1,1,7,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,12,9,6,16,0,17,0,0,3,4,3,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1.33,1,0,0,1,8,10,12,11,23,18,95,4,380,0,0,0,0,0,0,0
5,24,3,93,375,154,4,4,5,3,31,5,24,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,621,91,331,75,208,148,27,25,0,0,196,247,48,0,199,0,0,0,0,0,16,16,19,14,0,3,0,0,0.45,53,0,0,43,228,362,1151,872,2023,590,11565,260,374011,2,0,81,22,39,9,0
4,26,1,81,429,92,4,4,4,3,31,4,26,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,596,81,403,110,280,92,0,26,0,0,229,289,59,0,230,0,0,0,0,0,14,14,14,12,0,4,0,0,0.23,59,0,0,50,181,371,1103,781,1884,552,11200,168,240945,1,7,63,25,54,15,0
6,35,6,118,707,281,6,6,7,4,46,6,35,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,953,118,681,266,530,281,0,26,0,0,299,393,92,0,301,0,0,0,0,0,28,22,30,16,0,5,0,0,0.41,95,0,0,70,276,531,1694,1265,2959,807,18376,315,654997,3,7,176,36,53,12,0
2,39,5,17,168,88,6,6,6,2,45,2,33,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,270,17,131,25,99,88,11,26,0,0,69,93,20,0,73,0,0,0,0,0,14,14,14,6,0,4,0,0,0.67,25,0,0,9,86,129,520,412,932,215,5680,133,333557,0,0,48,8,5,2,0
21,117,75,27,129,174,21,21,32,14,203,21,111,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,27,112,23,82,174,2,15,0,0,70,89,21,0,68,0,0,0,0,0,21,21,32,14,0,2,0,0,1.55,21,0,0,14,32,87,363,274,637,119,4391,50,219550,0,0,39,8,5,2,0
2,15,3,26,134,113,2,2,2,1,18,2,14,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,268,26,116,41,62,113,0,18,0,0,69,78,24,0,54,0,0,0,0,0,3,3,4,3,0,2,0,0,0.97,14,0,0,10,98,159,327,251,578,257,2986,73,33806,0,0,14,10,4,4,0
2,29,3,23,185,148,6,6,8,3,33,2,24,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,356,23,146,29,101,148,12,27,0,0,78,114,23,0,91,0,0,0,0,0,10,10,14,8,0,2,0,0,1.01,36,0,0,19,121,136,527,388,915,257,5032,172,153218,0,0,37,8,5,3,0
3,34,4,71,465,163,6,5,6,3,40,3,32,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,688,67,392,102,298,159,42,39,0,0,224,287,54,0,233,0,0,0,0,0,16,14,16,12,0,2,0,0,0.41,63,0,0,41,181,394,1208,897,2105,575,13336,184,422183,0,0,80,23,65,12,0
3,27,5,53,411,200,5,4,5,3,33,3,26,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,603,53,362,129,268,195,9,43,0,0,180,237,58,2,177,0,0,0,0,0,16,15,16,12,0,3,0,0,0.54,55,0,0,38,177,305,971,706,1677,482,10058,184,352196,1,1,85,27,41,6,0
3,18,2,72,269,86,4,3,4,1,23,3,17,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,419,72,240,60,141,86,4,25,0,0,111,160,35,0,125,0,0,0,0,0,11,10,11,5,0,2,0,0,0.36,51,0,0,24,196,238,716,533,1249,434,6729,205,170004,2,3,43,17,17,9,0
5,22,4,116,449,163,3,3,3,1,30,5,19,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,706,115,358,108,241,163,31,62,0,0,192,242,55,0,187,0,0,0,0,0,19,19,19,12,0,3,0,0,0.46,52,0,0,33,209,417,1009,778,1787,626,10635,173,244767,2,3,46,16,33,11,0
7,39,10,123,755,381,6,6,8,3,52,7,37,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,123,677,286,494,359,38,48,0,0,319,412,105,20,287,0,0,0,0,0,24,18,25,12,0,3,0,0,0.53,90,0,0,53,251,537,1643,1266,2909,788,18691,269,641064,1,4,156,38,37,8,0
11,77,21,53,292,153,12,12,12,9,105,11,77,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,470,53,269,75,167,153,0,23,0,0,188,223,63,3,157,0,0,0,0,0,29,29,30,21,0,4,0,0,0.57,36,0,0,27,69,196,735,544,1279,265,8911,89,411123,0,2,21,9,24,10,0
8,40,5,448,1945,432,7,7,9,3,53,8,39,5,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,447,1867,350,1268,432,41,54,0,0,1074,1418,199,2,1217,0,0,0,0,0,34,33,37,21,0,7,0,0,0.23,349,0,0,162,827,1445,6090,4605,10695,2272,67061,1221,2829107,0,0,199,62,313,42,0
7,67,5,20,138,39,19,19,26,9,79,7,64,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,197,20,129,17,89,39,0,9,0,0,70,94,11,0,83,0,0,0,0,0,22,22,29,13,0,3,0,0,0.3,38,0,0,19,59,81,478,328,806,140,4945,118,301430,0,0,37,2,14,4,0
5,42,13,60,505,319,12,11,15,6,59,5,40,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,786,60,469,146,374,319,10,31,0,0,232,340,35,17,288,0,0,0,0,0,33,32,44,18,0,3,0,0,0.68,107,0,0,61,228,232,1469,922,2391,460,14005,486,1151611,0,0,113,22,41,8,0
3,25,7,77,494,190,3,3,4,2,33,3,22,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,753,77,427,119,277,190,20,47,0,0,245,303,81,0,222,0,0,0,0,0,13,13,15,10,0,3,0,0,0.44,59,0,0,36,247,512,1334,1051,2385,759,14175,231,307070,0,0,76,20,35,12,0
3,39,8,87,691.1428571,330,9,8,10,4,50,3,38,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1098.142857,81,630,102,426,321,51,33.14285714,0,0,358,496,84,22,390,0,0,0,0,0,27,27,30,11,0,4,0,0,0.51,138,0,0,65,368,519,2104,1578,3682,887,22571,544,1034260,0,0,117,24,28,20,0
5,57,12,93,715,383,12,12,13,9,73,5,52,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,54,415,86,294,191,484,62,0,0,227,317,64,7,246,0,0,0,0,0,30,30,31,24,0,4,0,0,0.46,92,0,0,77,178,354,1450,1034,2484,532,15797,247,735487,0,0,97,31,6,5,0
5,48.14285714,11,109.5714286,809.7142857,214.8571429,8,8,10,5,63.28571429,5,46.14285714,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.142857,108.5714286,737.7142857,136.1428571,535.5714286,214.8571429,26,49,0,0,415.4285714,533.7142857,80.14285714,25.28571429,428.2857143,0,0,0,0,0,41.28571429,41.28571429,55.28571429,24.28571429,0,3,0,0,0.29,122.2857143,0,0,80.28571429,263,668,2314.142857,1777.857143,4092,931,27802.28571,296.2857143,1344628.286,2,4,181.2857143,34,100.1428571,11,0
5,55,17,133,1307,579,10,9,12,6,75,5,53,17,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,132,1244,312,970,579,22,42,0,0,697,906,182,0,724,0,0,0,0,0,39,39,48,27,0,5,0,0,0.47,216,0,0,134,462,1121,4060,3153,7213,1583,48123,594,2258866,2,2,421,77,59,15,0
10,101,33,140,1248,510,19,19,24,9,143,10,101,33,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,140,1221,153,956,505,7,25,0,0,772,989,132,3,854,0,0,0,0,0,53,53,72,32,0,7,0,0,0.41,227,0,0,112,327,954,4150,3173,7323,1281,51277,532,3261238,3,6,379,51,81,25,0
2,35,3,31,435,113,7,7,8,2,40,2,35,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,576,31,422,116,328,112,6,8,0,0,210,274,42,0,232,0,0,0,0,0,17,17,22,10,0,4,0,0,0.27,66,0,0,26,164,313,1261,974,2235,477,13636,239,479924,0,0,89,16,72,12,0
5,31,4,42,168,84,6,6,6,2,40,5,30,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,294,42,157,27,111,84,3,10,0,0,94,122,22,0,100,0,0,0,0,0,12,12,13,6,0,2,0,0,0.54,28,0,0,12,80,148,414,319,733,228,4233,78,90167,0,0,12,6,9,5,0
1,26,5,30,238,76,6,6,7,3,32,1,26,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,344,30,206,49,132,76,0,32,0,0,120,161,36,3,122,0,0,0,0,0,19,19,24,9,0,4,0,0,0.37,42,0,0,22,123,152,510,341,851,275,4922,127,164476,0,0,23,6,10,6,0
3,25,7,35,203,100,4,4,4,1,34,3,25,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,337,35,182,42,124,100,0,21,0,0,115,143,31,0,112,0,0,0,0,0,9,9,10,7,0,2,0,0,0.55,28,0,0,13,91,203,576,446,1022,294,6181,88,134543,0,1,46,13,15,7,0
2,41,6,77,986,294,8,7,10,2,49,2,39,6,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,73,923,156,683,293,50,18,0,0,485,677,109,2,566,0,0,0,0,0,25,22,31,8,0,4,0,0,0.32,189,0,0,56,404,795,3329,2460,5789,1199,35341,586,1334404,1,1,312,54,121,21,0
2,72,7,209,4918,794,12,12,17,4,81,2,71,7,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5879,207,4830,702,3843,790,69,25,0,0,2863,3671,457,3,3211,0,0,0,0,0,73,73,88,27,0,7,0,0,0.16,830,0,0,294,1545,4383,18345,13829,32174,5928,219468,2257,11945521,10,7,1025,235,429,151,0
2,44,6,271,4015,938,8,8,10,3,52,2,44,6,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,5218,271,3997,655,2863,938,6,12,0,0,2021,2681,443,5,2233,0,0,0,0,0,71,68,88,21,0,7,0,0,0.23,677,0,0,319,1508,3383,12258,9110,21368,4891,138706,1781,5898029,5,19,911,256,197,77,0
1,22,2,37,286,88,4,4,4,1,24,1,19,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,406,35,214,48,134,80,34,46,0,0,112,151,34,0,117,0,0,0,0,0,14,14,18,10,0,4,0,0,0.37,39,0,0,20,167,231,695,514,1209,398,6833,171,192421,0,0,55,13,14,8,0
4,61,9,126,1403,306,11,11,14,4,73,4,59,8,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,125,1328,246,1010,300,36,45,0,0,720,958,146,0,812,0,0,0,0,0,77,77,96,52,0,4,0,0,0.23,239,0,0,97,587,5142,31448,23759,55207,5729,503101,1148,54983533,1,1,436,56,128,33,0
2,48,10,202,2566,767,10,9,14,3,60,2,48,10,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3530,198,2464,471,1894,767,43,64,0,0,1296,1785,336,6,1443,0,0,0,0,0,50,50,76,24,0,4,0,0,0.31,488,0,0,168,1676,18473,169335,125434,294769,20149,2767868,4870,465406609,2,4,1255,244,207,73,0
6,46,5,233,1464,200,8,7,10,4,57,6,44,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,219,1204,251,846,196,162,115,0,0,682,880,182,4,694,0,0,0,0,0,44,41,56,22,0,5,0,0,0.16,194,0,0,101,453,908,3686,2730,6416,1361,42312,615,2101724,2,2,325,60,94,28,0
2,67,5,24,412,77,19,18,19,3,74,2,67,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,513,24,408,40,319,77,0,4,0,0,222,337,27,2,308,0,0,0,0,0,39,39,39,8,0,3,0,0,0.19,113,0,0,18,126,311,1157,861,2018,437,12963,163,416684,1,3,58,9,26,6,0
4,54,13,87,865,274,11,11,16,2,71,3,51,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,80,789,150,601,271,58,29,0,0,389,546,92,0,454,0,0,0,0,0,82,82,140,9,0,4,0,0,0.34,158,0,0,35,255,610,2449,1811,4260,865,30713,305,1736944,0,0,194,29,23,9,0
1,20,2,55,434,151,3,3,3,1,23,1,20,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,638,53,406,131,242,148,17,16,0,0,255,307,98,1,208,0,0,0,0,0,10,10,10,5,0,3,0,0,0.36,50,0,0,29,226,335,938,686,1624,561,9111,204,181510,0,0,24,7,22,6,0
2,65,5,147,3102,592,15,12,17,5,72,2,63,4,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3770,145,2997,361,2384,554,112,33,0,0,1704,2367,222,5,2140,0,0,0,0,0,293,238,336,74,0,7,0,0,0.18,667,0,0,238,927,1760,9276,6486,15762,2687,110292,1378,8584064,11,19,413,77,288,65,0
2,41,3,32,318,83,8,8,9,4,46,2,41,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,429,32,297,45,218,83,0,21,0,0,172,225,35,4,186,0,0,0,0,0,20,20,24,15,0,3,0,0,0.28,53,0,0,31,131,254,1032,723,1755,385,11259,161,441471,0,1,60,11,35,6,0
4,22,5,84,351,123,3,3,4,2,31,4,20,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,558,84,312,67,202,123,13,26,0,0,159,205,47,0,158,0,0,0,0,0,9,9,14,6,0,2,0,0,0.39,47,0,0,30,203,365,1042,825,1867,568,10789,208,242582,1,1,100,27,15,4,0
3,23,4,49,258,97,4,4,5,2,31,3,23,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,401,49,231,59,150,97,0,27,0,0,128,165,39,3,123,0,0,0,0,0,12,12,19,9,0,3,0,0,0.42,37,0,0,23,142,253,663,463,1126,395,6624,121,146842,2,4,51,13,9,4,0
3,32,1,17,95,47,7,7,11,4,35,3,32,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,159,17,78,22,60,47,0,17,0,0,37,52,16,0,36,0,0,0,0,0,8,8,13,5,0,2,0,0,0.6,14,0,0,8,39,71,198,128,326,110,1909,33,32634,0,0,6,1,0,0,0
5,30,5,170,865,210,5,5,6,2,40,5,30,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,170,841,201,540,210,0,24,0,0,484,620,140,9,471,0,0,0,0,0,24,22,28,13,0,5,0,0,0.25,136,0,0,70,446,880,2647,1935,4582,1326,28122,456,867588,1,2,123,45,48,14,0
0,8,0,41,321,10,1,1,1,1,8,0,8,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,371,41,313,79,156,10,0,8,0,0,40,79,40,0,39,0,0,0,0,0,1,1,1,1,0,0,0,0,0.03,39,0,0,39,296,640,1087,913,2000,936,9142,179,41957,0,0,0,0,0,0,0
5,31,5,319,1663,483,6,5,6,2,40,5,29,5,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,317,1531,342,982,480,63,77,0,0,896,1136,249,0,887,0,0,0,0,0,23,23,30,12,0,5,0,0,0.31,272,0,0,126,695,1567,4642,3515,8157,2262,50655,683,1289059,5,8,325,80,85,28,0
2,11,0,145,536,40,2,2,2,1,13,2,11,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,720,145,528,169,248,40,0,8,0,0,281,362,120,0,242,0,0,0,0,0,4,4,4,1,0,2,0,0,0.08,81,0,0,49,482,718,1604,1250,2854,1200,13800,388,141373,0,0,82,24,35,11,0
13,105,1,60,432,36,19,6,20,13,119,13,105,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,527,60,425,95,306,36,0,7,0,0,301,382,84,0,298,0,0,0,0,0,25,6,26,22,0,1,0,0,0.08,77,0,0,52,92,313,1602,838,2440,405,16596,116,515305,0,0,4,4,0,0,0
1,11,0,67,380,10,4,4,4,3,12,1,11,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,456,67,376,67,241,10,0,4,0,0,137,273,34,0,239,0,0,0,0,0,7,7,7,7,0,2,0,0,0.03,134,0,0,128,334,427,1287,709,1996,761,9145,257,77683,0,0,97,29,0,0,0
1,9,0,19,84,6,3,3,3,2,10,1,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,109,19,82,19,45,6,0,2,0,0,28,55,10,0,45,0,0,0,0,0,5,5,5,5,0,1,0,0,0.07,27,0,0,24,88,104,257,151,408,192,1812,60,12770,0,0,17,8,0,0,0
2,38,7,116,1735,228,8,7,10,4,47,2,37,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,116,1720,1195,1551,228,9,6,0,0,423,544,130,4,410,0,0,0,0,0,27,27,35,21,0,6,0,0,0.13,120,0,0,69,288,465,1943,1397,3340,753,20015,415,835758,0,0,128,28,56,16,0
2,14,1,42,199,33,4,2,4,1,17,2,14,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,274,42,190,52,107,33,0,9,0,0,87,132,38,0,94,0,0,0,0,0,24,4,24,3,0,2,0,0,0.17,44,0,0,14,121,182,428,296,724,303,3735,92,47783,0,0,18,11,23,9,0
2,33,3,59,683,281,5,5,7,1,37,2,32,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,59,669,168,481,281,0,14,0,0,349,439,73,0,366,0,0,0,0,0,18,18,32,6,0,4,0,0,0.42,106,0,0,32,333,622,1928,1486,3414,955,21104,374,732634,0,2,142,27,31,12,0
7,57,10,60,338,106,9,9,11,4,74,7,52,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,504,60,307,73,236,105,17,27,0,0,172,218,38,0,180,0,0,0,0,0,25,25,28,18,0,3,0,0,0.34,46,0,0,22,98,249,808,634,1442,347,9453,115,320995,0,0,30,9,14,7,0
3,54,8,202,2587,594,10,10,13,3,64,3,53,7,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3377,201,2536,370,1925,588,33,25,0,0,1434,1917,254,8,1655,0,0,0,0,0,67,67,109,24,0,7,0,0,0.23,485,0,0,174,964,2028,8141,6059,14200,2992,93181,1280,4839898,4,17,577,115,177,53,0
3,82,4,142,3066,314,15,14,18,4,89,3,80,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,142,3003,402,2338,314,25,38,0,0,1708,2290,288,13,1989,0,0,0,0,0,66,55,81,16,0,5,0,0,0.1,570,0,0,158,877,2630,10879,8302,19181,3507,131251,1291,6251225,0,8,628,90,313,77,0
7,234,59,33,745,181,50,48,76,14,299,7,234,59,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,957,33,741,298,646,181,0,4,0,0,248,349,42,1,306,0,0,0,0,0,81,77,108,23,0,7,0,0,0.24,100,0,0,29,63,264,1473,1076,2549,327,19219,124,1447453,1,2,99,16,41,5,0
3,55,17,286,3555,1448,9,9,13,4,75,3,55,17,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,286,3531,473,2687,1445,15,12,0,0,1912,2481,308,0,2173,0,0,0,0,0,81,81,136,25,0,7,0,0,0.41,579,0,0,260,1212,2582,11300,8496,19796,3794,131569,1665,8578500,8,29,870,173,357,64,0
4,22,3,231,820,165,3,3,3,2,28,4,21,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,231,771,219,477,165,16,33,0,0,464,572,140,6,426,0,0,0,0,0,9,9,10,8,0,3,0,0,0.21,109,0,0,84,483,872,2382,1916,4298,1355,24785,486,582760,2,3,183,71,51,23,0
